"DirectedMovieId";"DirectorId";"MovieId"
427;305;427
428;306;428
429;307;429
430;308;430
431;34;431
432;309;432
433;310;433
434;311;434
435;312;435
436;85;436
437;77;437
438;313;438
439;314;439
440;10;440
441;315;441
442;316;442
443;317;443
444;318;444
445;319;445
446;89;446
447;320;447
448;321;448
449;180;449
450;322;450
451;323;451
452;53;452
453;324;453
454;209;454
455;325;455
456;290;456
457;326;457
458;57;458
459;327;459
460;209;460
461;328;461
462;329;462
463;330;463
464;331;464
465;332;465
466;126;466
467;292;467
468;333;468
469;334;469
470;17;470
471;78;471
472;68;472
473;335;473
474;336;474
475;337;475
476;171;476
477;338;477
478;109;478
479;339;479
480;20;480
481;340;481
482;341;482
483;232;483
484;342;484
485;343;485
486;344;486
487;345;487
488;346;488
489;229;489
490;347;490
491;245;491
492;1;492
493;189;493
494;348;494
495;349;495
496;350;496
497;351;497
498;352;498
499;353;499
500;82;500
501;354;501
502;355;502
503;356;503
504;357;504
505;20;505
506;358;506
507;359;507
508;5;508
509;360;509
510;361;510
511;362;511
512;208;512
513;363;513
514;364;514
515;365;515
516;72;516
517;123;517
518;366;518
519;147;519
520;367;520
521;285;521
522;217;522
523;140;523
524;368;524
525;369;525
526;370;526
527;371;527
528;372;528
529;64;529
530;67;530
531;373;531
532;126;532
533;374;533
534;375;534
535;376;535
536;221;536
537;321;537
538;98;538
539;377;539
540;123;540
541;332;541
542;378;542
543;379;543
544;267;544
545;380;545
546;381;546
547;300;547
548;190;548
549;381;549
550;330;550
551;53;551
552;263;552
553;382;553
554;330;554
555;383;555
556;384;556
557;385;557
558;386;558
559;151;559
560;356;560
561;3;561
562;387;562
563;388;563
564;389;564
565;160;565
566;390;566
567;312;567
568;212;568
569;391;569
570;392;570
571;393;571
572;179;572
573;394;573
574;98;574
575;395;575
576;396;576
577;397;577
578;125;578
579;398;579
580;333;580
581;20;581
582;190;582
583;200;583
584;337;584
585;399;585
586;400;586
587;47;587
588;401;588
589;233;589
590;402;590
591;7;591
592;403;592
593;370;593
594;404;594
595;260;595
596;405;596
597;406;597
598;407;598
599;91;599
600;408;600
601;312;601
602;409;602
603;410;603
604;350;604
605;98;605
606;411;606
607;412;607
608;126;608
609;117;609
610;413;610
611;414;611
612;267;612
613;415;613
614;416;614
615;244;615
616;417;616
617;168;617
618;418;618
619;419;619
620;420;620
621;421;621
622;422;622
623;423;623
624;424;624
625;271;625
626;425;626
627;426;627
628;427;628
629;428;629
630;61;630
631;429;631
632;430;632
633;431;633
634;432;634
635;433;635
636;434;636
637;435;637
638;207;638
639;436;639
640;437;640
641;438;641
642;439;642
643;440;643
644;441;644
645;442;645
646;443;646
647;73;647
648;444;648
649;264;649
650;445;650
651;446;651
652;72;652
653;447;653
654;168;654
655;448;655
656;449;656
657;450;657
658;451;658
659;169;659
660;452;660
661;453;661
662;454;662
663;83;663
664;359;664
665;140;665
666;152;666
667;455;667
668;19;668
669;456;669
670;121;670
671;457;671
672;458;672
673;288;673
674;459;674
675;460;675
676;177;676
677;461;677
678;462;678
679;463;679
680;53;680
681;464;681
682;465;682
683;466;683
684;467;684
685;468;685
686;469;686
687;470;687
688;183;688
689;471;689
690;1;690
691;472;691
692;473;692
693;474;693
694;475;694
695;476;695
696;477;696
697;349;697
698;92;698
699;478;699
700;320;700
701;221;701
702;199;702
703;479;703
704;480;704
705;359;705
706;101;706
707;481;707
708;104;708
709;260;709
710;98;710
711;482;711
712;483;712
713;484;713
714;485;714
715;244;715
716;486;716
717;487;717
718;488;718
719;489;719
720;195;720
721;490;721
722;491;722
723;492;723
724;493;724
725;494;725
726;495;726
727;496;727
728;134;728
729;497;729
730;498;730
731;499;731
732;500;732
733;160;733
734;501;734
735;502;735
736;503;736
737;504;737
738;404;738
739;160;739
740;72;740
741;505;741
742;485;742
743;151;743
744;159;744
745;506;745
746;507;746
747;288;747
748;508;748
749;3;749
750;233;750
751;509;751
752;510;752
753;511;753
754;288;754
755;151;755
756;512;756
757;513;757
758;514;758
759;142;759
760;515;760
761;325;761
762;260;762
763;52;763
764;516;764
765;255;765
766;517;766
767;518;767
768;519;768
769;520;769
770;521;770
771;522;771
772;523;772
773;524;773
774;525;774
775;221;775
776;472;776
777;330;777
778;526;778
779;527;779
780;528;780
781;477;781
782;529;782
783;371;783
784;530;784
785;515;785
786;531;786
787;532;787
788;456;788
789;533;789
790;534;790
791;535;791
792;536;792
793;537;793
794;538;794
795;357;795
796;539;796
797;540;797
798;541;798
799;542;799
800;543;800
801;196;801
802;541;802
803;544;803
804;114;804
805;471;805
806;545;806
807;546;807
808;547;808
809;548;809
810;549;810
811;505;811
812;550;812
813;551;813
814;258;814
815;552;815
816;553;816
817;212;817
818;189;818
819;554;819
820;555;820
821;556;821
822;497;822
823;453;823
824;557;824
825;558;825
826;559;826
827;423;827
828;215;828
829;560;829
830;561;830
831;562;831
832;563;832
833;564;833
834;565;834
835;566;835
836;502;836
837;567;837
838;568;838
839;569;839
840;570;840
841;98;841
842;571;842
843;572;843
844;123;844
845;573;845
846;574;846
847;575;847
848;576;848
849;577;849
850;578;850
851;460;851
852;469;852
853;579;853
854;293;854
855;580;855
856;551;856
857;52;857
858;61;858
859;581;859
860;582;860
861;563;861
862;583;862
863;221;863
864;584;864
865;237;865
866;585;866
867;114;867
868;586;868
869;377;869
870;587;870
871;588;871
872;443;872
873;589;873
874;590;874
875;53;875
876;591;876
877;182;877
878;515;878
879;592;879
880;409;880
881;101;881
882;593;882
883;429;883
884;594;884
885;368;885
886;595;886
887;246;887
888;76;888
889;596;889
890;597;890
891;312;891
892;598;892
893;109;893
894;599;894
895;600;895
896;10;896
897;601;897
898;526;898
899;323;899
900;602;900
901;175;901
902;603;902
903;604;903
904;457;904
905;293;905
906;224;906
907;605;907
908;510;908
909;606;909
910;209;910
911;607;911
912;350;912
913;329;913
914;541;914
915;107;915
916;116;916
917;608;917
918;168;918
919;609;919
920;610;920
921;611;921
922;612;922
923;606;923
924;404;924
925;142;925
926;613;926
927;614;927
928;615;928
929;272;929
930;616;930
931;463;931
932;214;932
933;505;933
934;73;934
935;296;935
936;572;936
937;250;937
938;617;938
939;618;939
940;619;940
941;213;941
942;90;942
943;620;943
944;312;944
945;621;945
946;622;946
947;623;947
948;428;948
949;624;949
950;423;950
951;625;951
952;297;952
953;281;953
954;626;954
955;627;955
956;221;956
957;628;957
958;629;958
959;549;959
960;630;960
961;459;961
962;109;962
963;631;963
964;632;964
965;633;965
966;634;966
967;298;967
968;635;968
969;512;969
970;636;970
971;637;971
972;638;972
973;639;973
974;271;974
975;640;975
976;329;976
977;168;977
978;641;978
979;114;979
980;642;980
981;242;981
982;251;982
983;643;983
984;644;984
985;645;985
986;615;986
987;504;987
988;98;988
989;123;989
990;646;990
991;647;991
992;648;992
993;649;993
994;650;994
995;311;995
996;651;996
997;652;997
998;149;998
999;653;999
1000;510;1000
1001;46;1001
1002;317;1002
1003;654;1003
1004;131;1004
1005;655;1005
1006;656;1006
1007;657;1007
1008;658;1008
1009;283;1009
1010;659;1010
1011;660;1011
1012;657;1012
1013;473;1013
1014;661;1014
1015;662;1015
1016;663;1016
1017;505;1017
1018;169;1018
1019;482;1019
1020;166;1020
1021;664;1021
1022;373;1022
1023;665;1023
1024;260;1024
1025;357;1025
1026;666;1026
1027;667;1027
1028;668;1028
1029;669;1029
1030;324;1030
1031;670;1031
1032;56;1032
1033;281;1033
1034;671;1034
1035;672;1035
1036;673;1036
1037;168;1037
1038;336;1038
1039;674;1039
1040;408;1040
1041;90;1041
1042;272;1042
1043;7;1043
1044;675;1044
1045;676;1045
1046;261;1046
1047;677;1047
1048;678;1048
1049;679;1049
1050;244;1050
1051;680;1051
1052;668;1052
1053;370;1053
1054;681;1054
1055;682;1055
1056;513;1056
1057;683;1057
1058;502;1058
1059;684;1059
1060;183;1060
1061;685;1061
1062;686;1062
1063;687;1063
1064;688;1064
1065;689;1065
1066;690;1066
1067;683;1067
1068;691;1068
1069;692;1069
1070;693;1070
1071;694;1071
1072;451;1072
1073;695;1073
1074;644;1074
1075;634;1075
1076;696;1076
1077;586;1077
1078;697;1078
1079;189;1079
1080;230;1080
1081;698;1081
1082;699;1082
1083;700;1083
1084;701;1084
1085;672;1085
1086;702;1086
1087;703;1087
1088;704;1088
1089;97;1089
1090;705;1090
1091;314;1091
1092;510;1092
1093;706;1093
1094;267;1094
1095;707;1095
1096;502;1096
1097;708;1097
1098;443;1098
1099;709;1099
1100;710;1100
1101;101;1101
1102;563;1102
1103;487;1103
1104;711;1104
1105;712;1105
1106;713;1106
1107;557;1107
1108;714;1108
1109;715;1109
1110;477;1110
1111;716;1111
1112;391;1112
1113;717;1113
1114;718;1114
1115;719;1115
1116;271;1116
1117;720;1117
1118;272;1118
1119;721;1119
1120;92;1120
1121;722;1121
1122;723;1122
1123;724;1123
1124;459;1124
1125;725;1125
1126;726;1126
1127;602;1127
1128;727;1128
1129;195;1129
1130;106;1130
1131;728;1131
1132;104;1132
1133;491;1133
1134;163;1134
1135;131;1135
1136;663;1136
1137;356;1137
1138;729;1138
1139;730;1139
1140;731;1140
1141;732;1141
1142;733;1142
1143;305;1143
1144;634;1144
1145;195;1145
1146;734;1146
1147;696;1147
1148;189;1148
1149;244;1149
1150;735;1150
1151;334;1151
1152;364;1152
1153;736;1153
1154;127;1154
1155;1;1155
1156;737;1156
1157;311;1157
1158;738;1158
1159;739;1159
1160;290;1160
1161;740;1161
1162;741;1162
1163;742;1163
1164;324;1164
1165;743;1165
1166;609;1166
1167;744;1167
1168;745;1168
1169;85;1169
1170;194;1170
1171;746;1171
1172;305;1172
1173;747;1173
1174;410;1174
1175;290;1175
1176;748;1176
1177;421;1177
1178;749;1178
1179;472;1179
1180;250;1180
1181;750;1181
1182;250;1182
1183;751;1183
1184;368;1184
1185;752;1185
1186;214;1186
1187;17;1187
1188;753;1188
1189;754;1189
1190;742;1190
1191;66;1191
1192;755;1192
1193;756;1193
1194;757;1194
1195;472;1195
1196;758;1196
1197;759;1197
1198;760;1198
1199;330;1199
1200;761;1200
1201;762;1201
1202;763;1202
1203;764;1203
1204;734;1204
1205;765;1205
1206;766;1206
1207;767;1207
1208;768;1208
1209;769;1209
1210;189;1210
1211;770;1211
1212;771;1212
1213;772;1213
1214;652;1214
1215;214;1215
1216;773;1216
1217;472;1217
1218;324;1218
1219;774;1219
1220;775;1220
1221;776;1221
1222;366;1222
1223;777;1223
1224;79;1224
1225;778;1225
1226;624;1226
1227;244;1227
1228;779;1228
1229;780;1229
1230;781;1230
1231;782;1231
1232;783;1232
1233;409;1233
1234;153;1234
1235;333;1235
1236;409;1236
1237;784;1237
1238;785;1238
1239;786;1239
1240;787;1240
1241;260;1241
1242;788;1242
1243;789;1243
1244;790;1244
1245;791;1245
1246;655;1246
1247;61;1247
1248;97;1248
1249;142;1249
1250;681;1250
1251;471;1251
1252;792;1252
1253;218;1253
1254;793;1254
1255;794;1255
1256;316;1256
1257;795;1257
1258;796;1258
1259;279;1259
1260;797;1260
1261;798;1261
1262;799;1262
1263;800;1263
1264;801;1264
1265;802;1265
1266;803;1266
1267;804;1267
1268;457;1268
1269;130;1269
1270;47;1270
1271;721;1271
1272;344;1272
1273;184;1273
1274;805;1274
1275;806;1275
1276;244;1276
1277;195;1277
1278;807;1278
1279;808;1279
1280;809;1280
1281;810;1281
1282;811;1282
1283;689;1283
1284;748;1284
1285;648;1285
1286;812;1286
1287;309;1287
1288;813;1288
1289;63;1289
1290;436;1290
1291;221;1291
1292;814;1292
1293;815;1293
1294;816;1294
1295;817;1295
1296;109;1296
1297;337;1297
1298;818;1298
1299;597;1299
1300;450;1300
1301;557;1301
1302;212;1302
1303;224;1303
1304;819;1304
1305;820;1305
1306;821;1306
1307;822;1307
1308;823;1308
1309;1;1309
1310;824;1310
1311;825;1311
1312;826;1312
1313;827;1313
1314;459;1314
1315;660;1315
1316;828;1316
1317;514;1317
1318;350;1318
1319;373;1319
1320;829;1320
1321;191;1321
1322;830;1322
1323;831;1323
1324;832;1324
1325;833;1325
1326;834;1326
1327;809;1327
1328;591;1328
1329;370;1329
1330;835;1330
1331;836;1331
1332;837;1332
1333;414;1333
1334;313;1334
1335;838;1335
1336;839;1336
1337;215;1337
1338;279;1338
1339;505;1339
1340;840;1340
1341;144;1341
1342;419;1342
1343;841;1343
1344;526;1344
1345;168;1345
1346;321;1346
1347;819;1347
1348;842;1348
1349;843;1349
1350;325;1350
1351;325;1351
1352;267;1352
1353;507;1353
1354;844;1354
1355;547;1355
1356;845;1356
1357;846;1357
1358;538;1358
1359;847;1359
1360;526;1360
1361;284;1361
1362;231;1362
1363;848;1363
1364;795;1364
1365;849;1365
1366;850;1366
1367;99;1367
1368;851;1368
1369;189;1369
1370;852;1370
1371;853;1371
1372;759;1372
1373;854;1373
1374;855;1374
1375;185;1375
1376;856;1376
1377;622;1377
1378;555;1378
1379;857;1379
1380;858;1380
1381;859;1381
1382;572;1382
1383;268;1383
1384;860;1384
1385;861;1385
1386;862;1386
1387;863;1387
1388;864;1388
1389;529;1389
1390;423;1390
1391;865;1391
1392;866;1392
1393;646;1393
1394;867;1394
1395;868;1395
1396;869;1396
1397;870;1397
1398;871;1398
1399;872;1399
1400;90;1400
1401;873;1401
1402;874;1402
1403;33;1403
1404;580;1404
1405;875;1405
1406;876;1406
1407;877;1407
1408;878;1408
1409;879;1409
1410;208;1410
1411;599;1411
1412;356;1412
1413;880;1413
1414;243;1414
1415;127;1415
1416;881;1416
1417;882;1417
1418;883;1418
1419;884;1419
1420;885;1420
1421;366;1421
1422;6;1422
1423;886;1423
1424;356;1424
1425;887;1425
1426;681;1426
1427;888;1427
1428;889;1428
1429;890;1429
1430;305;1430
1431;891;1431
1432;242;1432
1433;645;1433
1434;272;1434
1435;892;1435
1436;312;1436
1437;893;1437
1438;894;1438
1439;895;1439
1440;845;1440
1441;502;1441
1442;681;1442
1443;404;1443
1444;896;1444
1445;897;1445
1446;469;1446
1447;898;1447
1448;621;1448
1449;899;1449
1450;900;1450
1451;901;1451
1452;902;1452
1453;34;1453
1454;654;1454
1455;903;1455
1456;904;1456
1457;905;1457
1458;906;1458
1459;231;1459
1460;907;1460
1461;425;1461
1462;908;1462
1463;909;1463
1464;910;1464
1465;759;1465
1466;911;1466
1467;912;1467
1468;913;1468
1469;11;1469
1470;914;1470
1471;915;1471
1472;916;1472
1473;917;1473
1474;918;1474
1475;122;1475
1476;324;1476
1477;916;1477
1478;836;1478
1479;919;1479
1480;513;1480
1481;920;1481
1482;921;1482
1483;344;1483
1484;776;1484
1485;922;1485
1486;53;1486
1487;923;1487
1488;381;1488
1489;98;1489
1490;924;1490
1491;53;1491
1492;90;1492
1493;925;1493
1494;926;1494
1495;350;1495
1496;344;1496
1497;927;1497
1498;56;1498
1499;323;1499
1500;928;1500
1501;915;1501
1502;929;1502
1503;930;1503
1504;931;1504
1505;932;1505
1506;933;1506
1507;934;1507
1508;499;1508
1509;629;1509
1510;619;1510
1511;229;1511
1512;935;1512
1513;224;1513
1514;936;1514
1515;937;1515
1516;146;1516
1517;769;1517
1518;938;1518
1519;939;1519
1520;940;1520
1521;189;1521
1522;941;1522
1523;942;1523
1524;365;1524
1525;943;1525
1526;521;1526
1527;944;1527
1528;945;1528
1529;946;1529
1530;947;1530
1531;886;1531
1532;948;1532
1533;292;1533
1534;949;1534
1535;950;1535
1536;437;1536
1537;951;1537
1538;952;1538
1539;953;1539
1540;600;1540
1541;954;1541
1542;955;1542
1543;556;1543
1544;135;1544
1545;956;1545
1546;339;1546
1547;957;1547
1548;958;1548
1549;959;1549
1550;960;1550
1551;961;1551
1552;962;1552
1553;963;1553
1554;184;1554
1555;874;1555
1556;964;1556
1557;109;1557
1558;965;1558
1559;966;1559
1560;967;1560
1561;968;1561
1562;969;1562
1563;126;1563
1564;340;1564
1565;970;1565
1566;971;1566
1567;926;1567
1568;972;1568
1569;973;1569
1570;757;1570
1571;292;1571
1572;11;1572
1573;792;1573
1574;282;1574
1575;974;1575
1576;628;1576
1577;975;1577
1578;976;1578
1579;884;1579
1580;977;1580
1581;638;1581
1582;978;1582
1583;875;1583
1584;865;1584
1585;979;1585
1586;980;1586
1587;981;1587
1588;982;1588
1589;347;1589
1590;770;1590
1591;983;1591
1592;813;1592
1593;798;1593
1594;279;1594
1595;410;1595
1596;200;1596
1597;984;1597
1598;985;1598
1599;986;1599
1600;884;1600
1601;987;1601
1602;988;1602
1603;244;1603
1604;258;1604
1605;989;1605
1606;990;1606
1607;184;1607
1608;991;1608
1609;992;1609
1610;182;1610
1611;98;1611
1612;993;1612
1613;292;1613
1614;520;1614
1615;579;1615
1616;38;1616
1617;994;1617
1618;502;1618
1619;379;1619
1620;510;1620
1621;643;1621
1622;324;1622
1623;770;1623
1624;995;1624
1625;996;1625
1626;997;1626
1627;859;1627
1628;998;1628
1629;578;1629
1630;999;1630
1631;1000;1631
1632;450;1632
1633;1001;1633
1634;231;1634
1635;135;1635
1636;1002;1636
1637;824;1637
1638;299;1638
1639;350;1639
1640;1003;1640
1641;438;1641
1642;104;1642
1643;1004;1643
1644;230;1644
1645;1005;1645
1646;1006;1646
1647;407;1647
1648;451;1648
1649;1007;1649
1650;1008;1650
1651;316;1651
1652;570;1652
1653;683;1653
1654;591;1654
1655;547;1655
1656;1009;1656
1657;1010;1657
1658;1011;1658
1659;1012;1659
1660;1013;1660
1661;211;1661
1662;151;1662
1663;631;1663
1664;419;1664
1665;991;1665
1666;1014;1666
1667;298;1667
1668;1015;1668
1669;195;1669
1670;524;1670
1671;1016;1671
1672;1017;1672
1673;399;1673
1674;646;1674
1675;1018;1675
1676;555;1676
1677;1019;1677
1678;1020;1678
1679;319;1679
1680;1021;1680
1681;399;1681
1682;1022;1682
1683;1023;1683
1684;299;1684
1685;1024;1685
1686;1025;1686
1687;482;1687
1688;126;1688
1689;1026;1689
1690;392;1690
1691;889;1691
1692;380;1692
1693;318;1693
1694;475;1694
1695;1027;1695
1696;1028;1696
1697;1029;1697
1698;1030;1698
1699;52;1699
1700;1031;1700
1701;1032;1701
1702;212;1702
1703;233;1703
1704;1033;1704
1705;269;1705
1706;1034;1706
1707;143;1707
1708;356;1708
1709;1035;1709
1710;493;1710
1711;1036;1711
1712;398;1712
1713;690;1713
1714;1037;1714
1715;321;1715
1716;216;1716
1717;898;1717
1718;1038;1718
1719;663;1719
1720;189;1720
1721;1039;1721
1722;549;1722
1723;1040;1723
1724;802;1724
1725;1036;1725
1726;333;1726
1727;350;1727
1728;990;1728
1729;526;1729
1730;334;1730
1731;1041;1731
1732;1042;1732
1733;1043;1733
1734;620;1734
1735;1044;1735
1736;469;1736
1737;325;1737
1738;1045;1738
1739;683;1739
1740;609;1740
1741;1046;1741
1742;911;1742
1743;1047;1743
1744;1048;1744
1745;1049;1745
1746;1050;1746
1747;620;1747
1748;1051;1748
1749;1052;1749
1750;754;1750
1751;92;1751
1752;565;1752
1753;1053;1753
1754;1054;1754
1755;1055;1755
1756;607;1756
1757;1056;1757
1758;699;1758
1759;1057;1759
1760;1058;1760
1761;1059;1761
1762;1060;1762
1763;819;1763
1764;1061;1764
1765;1062;1765
1766;721;1766
1767;318;1767
1768;1063;1768
1769;521;1769
1770;1064;1770
1771;1065;1771
1772;160;1772
1773;1066;1773
1774;1067;1774
1775;1068;1775
1776;1069;1776
1777;1070;1777
1778;1071;1778
1779;734;1779
1780;221;1780
1781;1072;1781
1782;406;1782
1783;1073;1783
1784;999;1784
1785;109;1785
1786;60;1786
1787;1074;1787
1788;1075;1788
1789;554;1789
1790;1076;1790
1791;1077;1791
1792;356;1792
1793;461;1793
1794;1078;1794
1795;1079;1795
1796;1080;1796
1797;1081;1797
1798;1082;1798
1799;1083;1799
1800;40;1800
1801;1084;1801
1802;474;1802
1803;538;1803
1804;1085;1804
1805;1086;1805
1806;1049;1806
1807;121;1807
1808;601;1808
1809;509;1809
1810;1087;1810
1811;1088;1811
1812;502;1812
1813;238;1813
1814;1089;1814
1815;238;1815
1816;324;1816
1817;1090;1817
1818;1091;1818
1819;1092;1819
1820;1093;1820
1821;1094;1821
1822;135;1822
1823;1095;1823
1824;322;1824
1825;1096;1825
1826;957;1826
1827;1097;1827
1828;353;1828
1829;1098;1829
1830;131;1830
1831;1099;1831
1832;833;1832
1833;1100;1833
1834;1101;1834
1835;1102;1835
1836;366;1836
1837;1103;1837
1838;1104;1838
1839;1105;1839
1840;1106;1840
1841;305;1841
1842;1107;1842
1843;1108;1843
1844;1109;1844
1845;910;1845
1846;1110;1846
1847;99;1847
1848;1111;1848
1849;1112;1849
1850;19;1850
1851;1113;1851
1852;1114;1852
1853;88;1853
1854;673;1854
1855;1115;1855
1856;590;1856
1857;1116;1857
1858;1117;1858
1859;1118;1859
1860;1119;1860
1861;1120;1861
1862;769;1862
1863;1121;1863
1864;1122;1864
1865;1123;1865
1866;964;1866
1867;1124;1867
1868;10;1868
1869;1125;1869
1870;693;1870
1871;1126;1871
1872;1045;1872
1873;1127;1873
1874;1050;1874
1875;1128;1875
1876;90;1876
1877;53;1877
1878;941;1878
1879;1129;1879
1880;1130;1880
1881;1131;1881
1882;1132;1882
1883;358;1883
1884;1133;1884
1885;337;1885
1886;1134;1886
1887;505;1887
1888;42;1888
1889;1135;1889
1890;509;1890
1891;1136;1891
1892;1137;1892
1893;1138;1893
1894;1139;1894
1895;898;1895
1896;1140;1896
1897;634;1897
1898;1141;1898
1899;893;1899
1900;728;1900
1901;434;1901
1902;260;1902
1903;1142;1903
1904;1143;1904
1905;1104;1905
1906;1144;1906
1907;1145;1907
1908;1146;1908
1909;456;1909
1910;104;1910
1911;1147;1911
1912;174;1912
1913;833;1913
1914;686;1914
1915;32;1915
1916;1148;1916
1917;1149;1917
1918;1150;1918
1919;1151;1919
1920;1152;1920
1921;1153;1921
1922;1154;1922
1923;1155;1923
1924;56;1924
1925;1156;1925
1926;1157;1926
1927;324;1927
1928;1158;1928
1929;1159;1929
1930;926;1930
1931;1160;1931
1932;1161;1932
1933;626;1933
1934;636;1934
1935;1;1935
1936;1162;1936
1937;1163;1937
1938;898;1938
1939;1164;1939
1940;1165;1940
1941;964;1941
1942;1166;1942
1943;1167;1943
1944;289;1944
1945;1168;1945
1946;1169;1946
1947;1170;1947
1948;1171;1948
1949;1172;1949
1950;1173;1950
1951;1174;1951
1952;1175;1952
1953;1176;1953
1954;160;1954
1955;196;1955
1956;1177;1956
1957;1178;1957
1958;1179;1958
1959;312;1959
1960;1180;1960
1961;1181;1961
1962;1182;1962
1963;160;1963
1964;758;1964
1965;1183;1965
1966;1184;1966
1967;109;1967
1968;1185;1968
1969;1186;1969
1970;46;1970
1971;1187;1971
1972;271;1972
1973;1188;1973
1974;1189;1974
1975;732;1975
1976;1190;1976
